Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Latin America & Caribbean,LCN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,3.01694847502145,4.09389143106833,2.62934083658336,4.65229749303154,4.78411438154617,6.67117766528366,13.618317345838,22.9509997132861,16.7735703245817,9.79365327534655,10.6889574207751,10.3061292222966,14.7221703689992,17.9199241406267,14.449724907814,8.39768155916689,10.9128872185399,11.7274887544755,15.0591760299626,11.8304210827843,12.3232132755046,8.26676574400912,11.4321318133566,21.7399443397527,21.7844124277757,11.2144813801986,10.748646716372,10.5858066526451,10.6609548668917,8.57401910984371,7.04733884709024,5.18964250779881,3.46965996293021,4.68602735802923,4.35934065217274,3.75017465778469,3.81110624396873,4.32326492967493,4.69094870903771,4.26717463390267,4.98485304610399,8.25410202399121,2.59194673430563,3.52283303593325,5.04243426485765,3.89849587880644,2.60625263628478,3.31418788496818,2.12849239904152,1.68932728878056,2.31224900002205,2.32414485367923,..
Latin America & Caribbean,LCN,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.26687099162787,3.10525014675917,2.07669528411571,2.51476028420783,3.6791188489122,2.74593248798561,2.87319422160325,2.55439473084727,3.2535674094159,2.44186116813626,4.30390335201463,4.31393562108009,5.18569768004312,13.2261813710981,22.9509997132861,15.3629856851263,9.79365327534655,10.6889574207751,10.5079599343187,14.8423081655327,18.1432288100781,14.7971516299733,7.81274141216488,11.5821110844253,11.9478080032201,22.3283750554416,18.6879606879605,14.5786984489191,16.0020910549391,15.1734681125731,23.3225664366467,25.9674625060222,15.1927437641721,11.8196901746257,13.5353465551793,12.9806869102685,11.2974294718582,7.72083957837988,6.93064122865763,5.58392503857066,7.06991352252514,6.84035902487525,5.34101521377409,5.98097814066471,4.68840884843147,5.39323106890664,4.29245011787705,6.42627934470528,10.0662418245849,2.94426624988849,4.00811816256673,5.67152384874355,4.14457284086405,3.30655360342411,3.47832239076811,3.14341696227422,2.77316004021472,3.27955694678548,2.78218949560449,2.75709727562792
Latin America & Caribbean (excluding high income),LAC,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.08000000007819,2.4307939100916,2.10084033613441,2.93161847051354,3.32403316018128,2.63157894736852,3.48377613575405,2.13625866015496,3.96945410534389,2.43520271601539,3.95550921099771,4.31393562108009,5.9696235039256,13.618317345838,22.9509997132861,16.7735703245817,10.0695380302795,11.467932588065,10.5079599343187,14.8423081655327,18.1023859228369,14.5645191154563,8.39768155916689,12.4482144073889,12.6412942049263,20.5075831762827,16.89666805447,14.0647111158507,12.7585275095367,14.7515035727152,22.6413707765775,23.4438557838686,13.6265336830005,11.3274630477389,11.1492203969682,12.2105263157894,9.79968339016077,7.14511160883929,5.61270907691202,4.18112267005806,5.9775773473714,5.53665326322303,5.03072733151299,5.30238773219938,4.45194392395044,4.6992773903564,4.29245011787705,6.14356655248047,8.7162687303961,2.76408913513632,3.79644333768707,5.48204448126235,4.14457284086405,3.30655360342411,3.47832239076811,3.14341696227422,2.77316004021472,2.80283916977831,2.29810236299036,2.55754475703323
Latin America & the Caribbean (IDA & IBRD countries),TLA,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.32546190007651,9.01351931463758,9.53351849776768,8.81275643326207,8.48864649650695,13.0284369122218,10.6393021897439,9.37034415971456,24.5710137275605,13.9521589496434,9.22046662376983,7.96021397777458,8.01375518965603,5.77736898687892,3.95526176649275,4.79318149602001,3.89570525758491,6.16808644510751,4.504603316039,7.56408061709869,6.77492886028207,7.46006427394845,10.6877320153553,4.6843886897649,5.04893657556893,6.78819444444446,6.44121280934118,5.51827136955831,4.52540719427724,4.54814395082193,5.43051966119159,5.31712104367045,3.2644174051605,..
Least developed countries: UN classification,LDC,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.9746974698193,10.8378703800656,10.6363036761385,10.369566518164,9.11447087177326,8.73163995704628,8.15234253800876,9.15931413351058,9.01299594555496,11.3963461199557,12.6153153828849,10.0989671535176,10.5178384472896,22.7061186788764,12.4397689864738,9.33031458531934,7.12532722513055,7.24782175213469,5.01996764915125,4.36666451291681,5.18701191944063,4.70474352466085,5.17967781908312,4.66846622369883,6.51685393258431,6.1491160645657,6.3728813559322,10.3607288954998,4.36173524222762,4.39741383150069,6.21412393067094,5.01804155429241,4.61474758546296,3.56179436381997,3.15783117980921,2.88585107290009,3.52025688811618,3.20720012353492,..
Low & middle income,LMY,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.82339598893778,10.4714081120527,3.70227094867154,5.62312627382228,8.98300338208987,8.04615863487319,7.62093497052168,9.00000000000004,10.5274440119592,8.59237038577515,29.6306201486474,15.4480258352528,8.24989009915511,4.48638261737398,5.269035470422,3.00439421550734,3.82260088086304,4.75001450031062,3.30012175283749,5.79682944905843,3.9943840081597,7.89036567462992,7.3106761356186,6.79137104806424,10.9824538912222,5.00627361534051,4.82734190074673,7.62282262848515,6.8317870341854,5.26395891150391,4.52540719427724,5.58816952959301,6.00458082322154,8.15423932811014,..,..
Low income,LIC,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3395849432946,10.3747672174937,11.5922544757772,11.0155216195056,7.58199186422275,8.73355918706677,9.03989097206718,9.38347186185327,9.31451760594478,9.52606577639889,13.0069731037428,9.96032320739718,9.82277907104666,12.8121134926793,10.1932067630746,9.33031458531934,7.16425211462721,9.2349343226712,6.01395482606149,4.01099373013836,4.7148963468961,3.53304214308075,4.81838567870861,4.68171228878746,5.8712430672018,5.93462108647965,7.25410841304886,11.4034270813932,4.4150037479522,4.9165473287208,6.26841197831291,4.95630750176228,5.35379959957126,5.16590237925172,3.25472688117633,3.24356743112233,3.52025688811618,3.77471571004499,..
Lower middle income,LMC,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,3.73927872194897,4.17532522050375,4.04517513252882,8.26666666600004,14.2489355382568,9.66969548151247,11.2561425062112,11.989283322105,9.71603274954342,7.73923642806676,10.4226999529126,11.2721597079435,8.33125575581155,5.49366551432091,8.11639795517099,4.38934095741537,7.44897137435522,4.08911644641213,5.999250742737,5.54145981508566,8.0395686728391,9.02909418116381,7.59204836795521,8.06804212866886,5.12713521698837,6.74106761623137,4.46630617999246,3.55029585798825,3.12536579655865,2.6486225229582,1.81294613887087,1.74665224985432,1.8329938900205,1.98196734627542,3.12226204699354,3.104966401483,3.48340699677866,4.16782358431578,11.2706652380848,2.92089711805365,3.749157275971,4.52421150505276,3.73120950756887,2.96400499850736,2.34626865671643,1.4947592857837,1.84439095575513,1.49225218179844,1.91295940503111,..
Middle East & North Africa,MEA,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,4.05924693025549,3.87562123955682,3.70773884352751,7.07186753470658,12.1366266449526,9.59343641278391,10.7867791969763,12.293142157056,10.3970665660787,9.90436051231128,11.5845673416485,11.8461254997948,10.3933080764634,6.16761386479388,9.22951819475498,7.72863890085921,15.2596213080579,7.44126091287252,6.90509807493765,10.3517892397833,12.3217999847811,14.5123316222631,12.3232992418242,12.6564663913828,11.7413492195778,11.8610941540332,6.84416086199788,3.65202620723071,3.87257546427492,2.69012485811578,2.68380535348548,2.12654526904646,2.72913569925393,4.33599308785193,3.79704017606909,3.80046802667732,5.04703296140612,4.3256376786938,12.310736758289,2.92089711805365,3.95007875923886,4.97148571692381,6.08909641595044,4.03762933648119,2.89893170350572,1.4947592857837,2.18686161532911,3.82287225837055,4.26999020467078,..
Middle East & North Africa (excluding high income),MNA,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,2.81859802761331,2.88830033830271,2.44427998373016,0.56341979552039,3.50150739897513,4.05924693025549,3.87562123955682,3.70773884352751,7.07186753470658,12.1366266449526,9.59343641278391,10.7867791969763,12.293142157056,10.3970665660787,9.90436051231128,11.5845673416485,11.8461254997948,10.3933080764634,6.16761386479388,9.22951819475498,7.72863890085921,15.2596213080579,7.44126091287252,6.90509807493765,10.3517892397833,12.3217999847811,14.5123316222631,12.3232992418242,12.6564663913828,11.7413492195778,11.8610941540332,6.84416086199788,3.60116103260948,3.79092432361613,2.66937369053699,2.28921996056006,2.26975720475954,2.72103284850454,4.268953958395,3.96180030257191,3.49368534619531,6.25172466656441,4.74356585295154,12.6628528269228,3.29290021224145,3.9667790888986,5.02009983235182,6.33528544639364,4.82101956297391,2.90792931209015,1.55790711346269,2.73841208738761,4.32135218303198,4.36589897426659,..
Middle East & North Africa (IDA & IBRD countries),TMN,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.0975727109048,10.3933080764634,11.0348597478728,11.0155216195056,8.79943776639546,9.02951054357164,8.22580645161294,9.27139299768193,11.3871321997958,11.6347569955818,13.2242657726507,10.0561167448841,11.0735532720389,17.1677598590357,12.249558787966,9.79430189598023,7.15468186173325,7.96521972420802,5.54439180368748,4.89062550042567,5.3455019556714,5.03072733151299,4.92527418013878,4.69938972474518,5.04512917917389,5.68713772607964,6.25098782993554,10.1545446607876,4.21903052064627,4.11013309991733,5.7953543295059,4.50528906951706,4.0569070466576,3.52642337171172,2.69843798191966,2.46480305975965,3.30828076768219,3.19834641562404,..
Middle income,MIC,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
